timestamp_ms,total_time_us,preprocess_us,find_gap_us,find_best_point_us,control_us,scan_size,frequency_hz
1750577027613,40.418,9.8,4.6,0.5,1.0,1080,310.3
1750577027620,57.209,10.8,4.9,0.5,1.0,1080,128.7
1750577027624,39.584,10.5,4.8,0.4,1.0,1080,292.7
1750577027625,41.168,9.8,4.4,0.2,0.3,1080,911.9
1750577027630,48.168,10.6,4.8,0.6,1.2,1080,181.0
1750577027634,47.585,10.8,4.7,0.5,1.1,1080,300.0
1750577027637,67.085,11.0,4.8,0.6,1.8,1080,300.2
1750577027643,46.126,10.5,4.8,0.6,1.0,1080,171.7
1750577027646,42.918,10.2,4.6,0.4,1.0,1080,310.4
1750577027654,48.793,11.0,4.7,0.5,1.2,1080,134.5
1750577027659,51.334,10.5,4.8,0.5,0.9,1080,200.7
1750577027667,42.250,10.1,4.6,0.4,0.9,1080,120.3
1750577027671,45.251,10.4,5.0,0.7,1.1,1080,258.5
1750577027676,93.460,10.8,5.0,37.0,1.5,1080,174.4
1750577027677,35.375,9.7,4.4,0.3,0.3,1080,1505.0
1750577027684,84.210,11.0,5.0,0.7,1.1,1080,139.7
1750577027692,63.502,11.1,4.9,0.7,1.0,1080,123.9
1750577027695,56.335,10.6,4.8,0.6,1.2,1080,336.7
1750577027697,49.710,10.3,4.8,0.6,0.9,1080,463.0
1750577027705,59.876,10.8,5.1,0.7,2.0,1080,141.0
1750577027709,126.128,11.6,5.2,0.6,1.1,1080,250.9
1750577027716,57.001,10.7,5.0,0.6,1.3,1080,135.3
1750577027717,40.667,10.2,4.7,0.6,0.8,1080,768.7
1750577027721,61.043,10.5,4.9,0.5,1.1,1080,240.7
1750577027725,60.626,10.5,5.0,0.5,0.8,1080,285.4
1750577027729,50.168,10.5,5.0,0.4,1.0,1080,231.3
1750577027736,55.793,11.0,5.0,0.5,1.5,1080,147.9
1750577027737,42.876,9.9,4.4,0.2,0.4,1080,1165.9
1750577027740,42.918,10.9,4.7,0.5,0.9,1080,274.1
1750577027745,42.376,10.6,4.8,0.6,1.2,1080,208.3
1750577027749,46.209,10.5,5.0,0.5,1.1,1080,250.8
1750577027754,44.293,10.4,4.7,0.8,1.0,1080,219.1
1750577027757,50.667,11.3,4.9,0.5,1.0,1080,347.0
1750577027761,47.042,9.8,4.5,0.4,0.9,1080,253.6
1750577027766,61.335,10.4,4.9,0.6,1.6,1080,199.3
1750577027769,34.334,9.5,4.3,0.2,0.3,1080,304.6
1750577027773,41.834,9.6,4.4,0.2,0.3,1080,245.1
1750577027779,46.710,10.7,4.8,0.7,1.3,1080,181.2
1750577027781,36.626,9.9,4.4,0.2,0.4,1080,491.9
1750577027785,47.876,10.4,4.8,0.5,1.0,1080,241.5
1750577027799,46.834,10.6,4.9,0.8,1.4,1080,71.7
1750577027801,35.084,10.2,4.7,0.5,1.0,1080,537.0
1750577027805,41.709,9.8,4.5,0.3,0.6,1080,209.4
1750577027821,852.891,10.9,4.9,0.8,1.3,1080,67.8
1750577027821,37.876,10.0,4.5,0.3,0.5,1080,796.7
1750577027825,63.918,11.0,4.8,0.8,1.3,1080,239.6
1750577027830,189.087,10.4,4.8,0.6,1.4,1080,250.1
1750577027832,34.626,9.5,4.3,0.2,0.3,1080,331.9
1750577027837,45.043,10.6,4.6,0.4,0.7,1080,215.5
1750577027841,54.376,10.0,4.8,0.5,0.9,1080,282.6
1750577027851,50.418,10.4,5.0,0.5,1.3,1080,96.0
1750577027853,46.460,10.3,5.2,0.5,1.0,1080,615.7
1750577027857,57.126,10.4,5.0,0.5,1.0,1080,245.1
1750577027866,75.752,11.0,5.0,0.6,1.5,1080,109.3
1750577027866,33.376,9.6,4.4,0.2,0.3,1080,4729.9
1750577027869,37.918,9.7,4.5,0.5,0.8,1080,346.5
1750577027873,52.501,10.0,4.8,0.4,1.0,1080,277.3
1750577027880,65.584,10.7,5.1,0.7,1.3,1080,145.6
1750577027881,48.959,10.4,5.0,0.6,1.4,1080,534.9
1750577027886,43.709,10.4,4.9,0.5,1.2,1080,216.5
1750577027889,45.334,10.7,4.9,0.7,1.2,1080,308.3
1750577027893,37.709,10.3,4.8,0.5,1.0,1080,269.9
1750577027898,46.501,10.8,5.0,0.5,1.0,1080,198.5
1750577027901,49.751,10.3,4.8,0.6,1.1,1080,395.0
1750577027905,48.460,10.9,4.8,0.5,1.0,1080,238.0
1750577027916,52.126,10.2,4.8,0.5,1.2,1080,90.8
1750577027917,47.876,10.0,21.3,0.2,0.3,1080,1262.0
1750577027921,52.709,11.1,5.0,0.9,1.4,1080,223.6
1750577027930,74.668,11.0,5.2,0.7,1.2,1080,106.2
1750577027933,57.584,10.6,4.8,0.6,1.2,1080,405.0
1750577027942,46.709,10.3,4.9,0.7,1.2,1080,104.2
1750577027946,321.382,261.7,5.1,1.1,1.2,1080,278.9
1750577027949,43.168,10.2,4.6,0.5,1.2,1080,318.4
1750577027956,50.084,10.4,4.8,0.6,1.4,1080,152.9
1750577027957,64.626,9.6,4.4,0.2,0.3,1080,1136.1
1750577027960,44.876,9.5,4.6,0.3,0.7,1080,257.8
1750577027965,41.584,10.2,5.0,0.4,0.8,1080,212.7
1750577027974,62.251,10.4,4.8,0.6,1.0,1080,112.8
1750577027977,39.500,9.8,4.6,0.3,0.5,1080,388.9
1750577027980,44.834,9.9,4.6,0.5,0.6,1080,258.7
1750577027985,45.292,10.5,4.8,0.6,1.0,1080,238.6
1750577027989,41.959,10.5,4.8,0.5,1.0,1080,215.3
1750577027993,42.168,10.9,4.9,0.6,1.2,1080,279.6
1750577027998,45.710,10.2,4.9,0.6,1.3,1080,215.4
1750577028004,43.209,10.5,4.9,0.5,1.1,1080,152.5
1750577028005,24.959,9.5,4.3,0.2,0.3,1080,2260.1
1750577028012,53.376,10.3,4.9,0.5,1.1,1080,128.8
1750577028013,29.084,9.5,4.4,0.2,0.3,1080,1861.6
1750577028018,54.876,10.5,5.2,0.5,1.4,1080,192.5
1750577028021,41.751,10.2,4.8,0.5,1.1,1080,390.1
1750577028025,27.792,9.5,4.5,0.2,0.2,1080,222.3
1750577028029,30.250,9.6,4.4,0.2,0.5,1080,228.6
1750577028038,39.709,10.8,4.7,0.6,1.3,1080,112.8
1750577028041,35.084,10.3,4.8,0.5,0.4,1080,446.7
1750577028045,47.960,10.4,4.7,0.5,0.9,1080,243.9
1750577028052,60.584,9.8,4.6,0.5,1.5,1080,129.3
1750577028053,39.501,9.7,4.5,0.2,0.7,1080,1083.0
1750577028059,56.418,10.7,5.0,0.9,1.4,1080,177.5
1750577028061,48.543,10.3,4.6,0.5,1.1,1080,555.1
1750577028070,47.751,10.4,4.8,0.5,1.3,1080,105.4
1750577028072,45.084,9.6,4.5,0.3,0.4,1080,448.9
1750577028079,48.459,10.5,4.8,0.6,1.4,1080,154.4
1750577028081,49.168,10.3,5.1,0.5,1.2,1080,413.6
1750577028085,48.376,9.8,4.8,0.5,1.1,1080,310.4
1750577028090,51.084,10.7,4.7,0.6,1.1,1080,185.6
1750577028093,46.126,10.8,4.9,0.5,0.8,1080,386.5
1750577028102,63.001,10.4,4.7,0.5,1.2,1080,101.1
1750577028104,38.084,9.8,4.5,0.2,0.4,1080,491.1
1750577028109,54.752,10.5,4.7,0.5,1.2,1080,214.0
1750577028113,58.793,11.1,4.9,0.8,1.3,1080,270.1
1750577028117,44.043,10.4,4.8,0.4,1.2,1080,268.0
1750577028121,57.251,9.8,4.7,0.4,1.0,1080,252.3
1750577028125,52.043,10.2,4.8,0.5,1.0,1080,240.3
1750577028134,46.751,10.2,4.9,0.5,1.0,1080,110.1
1750577028134,26.459,9.3,4.3,0.2,0.2,1080,7485.8
1750577028142,242.880,10.3,4.8,0.6,1.4,1080,127.5
1750577028143,39.626,9.8,4.5,0.3,0.5,1080,637.9
1750577028145,39.584,9.6,4.5,0.3,0.4,1080,810.2
1750577028149,67.709,10.4,5.0,0.5,1.4,1080,212.1
1750577028155,70.126,10.7,4.9,0.8,1.4,1080,179.8
1750577028157,40.209,10.1,4.9,0.5,1.1,1080,565.5
1750577028164,53.876,10.1,4.9,0.5,1.2,1080,130.0
1750577028165,26.000,9.3,4.3,0.2,0.2,1080,1795.6
1750577028170,42.501,10.2,4.9,0.5,1.0,1080,199.2
1750577028174,54.626,12.3,4.8,0.5,1.0,1080,242.0
1750577028178,69.543,10.3,4.9,0.6,1.0,1080,267.7
1750577028181,47.626,11.0,4.8,0.6,1.2,1080,330.2
1750577028185,43.126,10.7,5.1,0.2,0.3,1080,230.6
1750577028194,89.294,10.1,4.8,0.5,1.2,1080,111.2
1750577028197,41.418,9.7,4.6,0.3,0.6,1080,404.8
1750577028202,48.876,10.4,5.1,0.4,1.4,1080,191.1
1750577028206,48.125,10.3,5.0,0.5,1.2,1080,227.2
1750577028209,44.709,10.2,4.6,0.5,0.9,1080,338.8
1750577028214,59.710,10.6,4.9,0.6,1.2,1080,201.0
1750577028217,38.918,9.8,4.6,0.4,0.6,1080,424.3
1750577028221,46.251,9.9,4.8,0.8,1.1,1080,234.0
1750577028225,51.001,10.6,4.9,0.5,1.0,1080,233.7
1750577028230,41.500,10.0,4.8,0.5,1.0,1080,217.7
1750577028233,40.417,10.1,4.5,0.4,0.5,1080,339.8
1750577028237,53.210,9.9,4.8,0.7,1.1,1080,235.4
1750577028241,59.085,10.7,5.0,0.5,1.1,1080,258.0
1750577028245,60.668,10.4,4.8,0.6,1.2,1080,240.3
1750577028250,45.668,10.1,4.8,0.4,1.2,1080,211.0
1750577028253,42.418,10.0,4.6,0.4,1.1,1080,304.5
1750577028260,71.793,10.8,4.9,0.5,1.0,1080,137.3
1750577028267,93.293,10.8,5.0,0.6,4.1,1080,154.1
1750577028267,24.501,9.3,4.2,0.1,0.2,1080,7430.2
1750577028270,62.084,10.0,4.8,0.5,0.9,1080,359.3
1750577028274,55.126,9.8,4.6,0.5,1.3,1080,239.2
1750577028277,41.209,9.4,4.5,0.2,0.4,1080,354.0
1750577028285,57.126,9.8,4.7,0.5,1.3,1080,122.0
1750577028285,48.710,9.3,16.7,0.2,0.3,1080,6679.5
1750577028295,48.709,10.1,4.8,0.8,1.2,1080,99.8
1750577028296,45.251,9.4,4.5,0.3,0.6,1080,698.5
1750577028302,61.543,10.1,4.8,0.7,1.1,1080,188.2
1750577028305,249.046,65.7,14.2,1.2,1.1,1080,294.3
1750577028311,56.459,9.6,4.5,0.8,1.1,1080,169.1
1750577028312,35.667,9.4,4.4,0.2,0.3,1080,689.3
1750577028316,34.209,9.0,4.2,0.1,0.2,1080,251.7
1750577028326,43.168,10.1,4.7,0.7,1.1,1080,107.2
1750577028326,33.125,9.8,4.8,0.2,0.3,1080,4846.4
1750577028332,41.501,10.3,4.8,0.5,1.3,1080,174.0
1750577028333,36.750,9.3,4.4,0.2,0.3,1080,1314.4
1750577028337,57.084,11.1,4.7,0.7,1.0,1080,238.2
1750577028342,46.418,10.0,4.7,0.6,1.1,1080,174.0
1750577028345,33.834,10.5,5.0,0.5,1.0,1080,455.5
1750577028353,50.917,10.6,4.7,0.5,1.5,1080,119.9
1750577028356,52.043,9.5,4.5,0.2,0.5,1080,293.0
1750577028357,48.251,9.2,4.3,0.1,0.2,1080,3163.2
1750577028361,39.459,9.8,4.6,0.5,0.6,1080,262.0
1750577028365,51.668,10.1,4.8,0.5,1.2,1080,234.4
1750577028371,51.418,10.4,4.8,0.6,1.1,1080,160.4
1750577028373,51.667,11.2,5.0,0.5,0.7,1080,474.5
1750577028377,51.168,10.4,4.8,0.6,1.5,1080,253.3
1750577028383,46.376,9.9,4.8,0.5,1.3,1080,173.0
1750577028388,60.793,10.1,4.9,0.7,0.9,1080,181.7
1750577028389,34.543,9.3,4.3,0.2,0.3,1080,1001.8
1750577028393,59.043,10.1,4.7,0.3,0.4,1080,318.2
1750577028397,60.918,10.8,5.2,0.6,1.5,1080,235.6
1750577028404,64.460,10.5,5.1,0.7,1.3,1080,137.2
1750577028405,35.792,9.5,4.5,0.2,0.4,1080,1066.4
1750577028410,50.376,10.0,5.0,0.5,1.1,1080,215.7
1750577028415,84.460,10.5,5.3,0.5,1.1,1080,202.9
1750577028420,71.085,10.1,4.8,0.5,1.0,1080,174.0
1750577028421,47.960,9.2,4.3,0.1,0.2,1080,4906.9
1750577028425,43.042,10.3,4.8,0.5,0.6,1080,244.5
1750577028429,51.001,11.1,5.0,0.5,1.2,1080,213.5
1750577028435,78.918,10.3,6.4,1.8,2.8,1080,176.3
1750577028437,39.084,10.2,4.6,0.4,1.1,1080,635.8
1750577028441,39.667,9.5,4.5,0.3,0.7,1080,247.0
1750577028445,31.084,9.4,4.4,0.2,0.4,1080,219.6
1750577028456,57.543,10.2,4.7,0.5,1.2,1080,88.8
1750577028464,58.043,10.8,5.0,0.6,1.6,1080,133.9
1750577028465,39.876,9.8,4.5,0.4,0.8,1080,1129.4
1750577028469,61.876,10.7,4.9,0.6,1.2,1080,214.5
1750577028473,44.084,9.5,4.6,0.2,0.7,1080,284.7
1750577028477,47.459,10.2,4.9,0.8,1.3,1080,234.3
1750577028485,42.750,10.6,4.7,0.5,0.9,1080,128.8
1750577028489,44.167,10.0,4.8,0.6,1.0,1080,229.3
1750577028493,46.793,9.8,4.8,0.5,0.9,1080,305.3
1750577028497,58.293,10.5,5.2,0.7,1.5,1080,223.8
1750577028506,63.002,10.2,4.9,0.5,1.1,1080,117.2
1750577028509,55.751,9.3,4.5,0.2,0.3,1080,296.7
1750577028518,63.043,10.2,4.8,0.5,1.2,1080,116.9
1750577028521,60.501,10.3,4.8,0.6,1.4,1080,310.6
1750577028528,216.046,10.2,4.8,0.8,1.4,1080,139.5
1750577028530,48.334,9.8,4.8,0.4,1.0,1080,508.1
1750577028532,39.918,9.3,4.4,0.2,0.3,1080,390.2
1750577028537,40.000,10.0,4.7,0.5,0.9,1080,239.3
1750577028541,41.418,10.1,4.8,0.4,0.9,1080,250.3
1750577028552,63.751,10.5,5.1,0.5,1.2,1080,88.6
1750577028552,32.334,9.3,4.4,0.1,0.3,1080,1648.3
1750577028557,38.626,9.5,4.6,0.3,0.7,1080,234.2
1750577028561,62.043,10.1,4.9,0.5,1.1,1080,252.5
1750577028565,41.584,9.5,4.6,0.4,0.6,1080,232.4
1750577028572,42.460,10.2,4.8,0.8,1.5,1080,152.7
1750577028572,33.750,9.2,4.4,0.2,0.2,1080,1101.3
1750577028583,60.001,10.4,4.9,0.7,1.5,1080,97.2
1750577028583,37.792,9.5,4.4,0.2,0.2,1080,5218.4
1750577028585,36.251,9.4,4.5,0.2,0.3,1080,645.0
1750577028589,36.084,9.7,4.6,0.5,1.0,1080,215.2
1750577028593,38.626,9.5,4.5,0.3,0.6,1080,263.3
1750577028597,49.001,10.1,4.8,0.6,1.0,1080,266.4
1750577028600,39.834,9.5,4.5,0.3,0.5,1080,267.6
1750577028605,33.543,9.2,4.6,0.2,0.3,1080,215.0
1750577028614,51.501,10.4,4.8,0.6,1.1,1080,118.3
1750577028626,81.418,10.5,5.0,0.6,1.3,1080,81.4
1750577028626,24.042,9.6,4.3,0.1,0.2,1080,8290.0
1750577028629,41.709,9.8,5.6,0.5,0.7,1080,321.7
1750577028633,68.210,9.9,4.6,0.5,0.9,1080,288.0
1750577028644,56.876,10.2,5.0,0.5,1.3,1080,84.7
1750577028645,29.126,9.2,4.3,0.2,0.3,1080,1381.8
1750577028646,32.001,9.1,4.3,0.2,0.2,1080,845.1
1750577028649,55.709,9.6,4.8,0.5,1.2,1080,354.1
1750577028653,57.710,10.5,4.9,0.5,1.2,1080,272.5
1750577028658,58.418,10.1,4.8,0.5,1.0,1080,209.5
1750577028662,56.084,10.8,4.9,0.4,1.3,1080,247.9
1750577028669,64.168,10.0,4.8,0.5,1.2,1080,127.4
1750577028677,59.168,10.2,4.7,0.5,1.4,1080,133.6
1750577028682,51.126,9.8,4.9,0.7,1.0,1080,198.3
1750577028684,32.584,9.3,4.5,0.2,0.4,1080,396.9
1750577028689,46.626,10.0,4.9,0.6,1.2,1080,210.6
1750577028693,38.043,9.4,4.8,0.3,0.5,1080,282.1
1750577028698,52.417,10.8,5.0,0.6,1.1,1080,192.3
1750577028703,74.918,9.8,4.7,0.5,1.2,1080,216.0
1750577028710,76.794,10.2,5.0,0.8,1.1,1080,142.8
1750577028710,43.667,9.0,4.3,0.1,0.2,1080,6309.0
1750577028715,41.667,10.3,4.8,0.6,1.2,1080,198.9
1750577028717,48.709,10.1,4.8,0.6,0.9,1080,441.7
1750577028721,49.751,10.1,4.8,0.5,1.1,1080,256.4
1750577028725,39.375,9.4,4.5,0.3,0.4,1080,247.2
1750577028729,37.918,9.4,4.5,0.3,0.5,1080,222.4
1750577028732,36.709,9.5,4.5,0.2,0.5,1080,332.6
1750577028743,59.960,10.7,5.0,0.8,1.5,1080,93.1
1750577028745,40.584,9.8,4.6,0.5,0.7,1080,760.5
1750577028749,45.585,10.3,4.8,0.6,1.2,1080,211.8
1750577028754,78.877,10.1,4.8,0.6,1.1,1080,201.1
1750577028759,48.750,10.2,5.0,0.6,1.2,1080,216.9
1750577028761,54.793,10.6,5.0,0.6,1.4,1080,555.9
1750577028765,38.918,9.8,4.9,0.5,1.2,1080,246.2
1750577028776,43.334,10.0,4.7,0.5,1.1,1080,90.5
1750577028776,74.626,9.5,4.4,0.2,0.3,1080,1472.1
1750577028781,57.584,10.1,5.0,0.5,1.2,1080,234.6
1750577028785,39.668,9.9,4.7,0.5,0.9,1080,256.6
1750577028789,35.834,9.2,4.5,0.3,0.4,1080,233.1
1750577028793,24.792,9.1,4.4,0.2,0.4,1080,232.7
1750577028801,47.917,10.6,4.8,0.5,1.3,1080,126.1
1750577028802,98.627,9.1,4.3,17.8,1.3,1080,1437.4
1750577028807,45.584,9.5,4.8,0.5,1.0,1080,186.6
1750577028809,35.792,9.2,4.7,0.3,0.4,1080,550.6
1750577028813,39.751,9.4,4.7,0.6,1.0,1080,227.0
1750577028817,36.251,9.2,4.5,0.3,0.5,1080,322.1
1750577028821,58.334,9.8,4.8,0.5,1.3,1080,245.1
1750577028825,63.126,10.2,4.9,0.5,0.8,1080,245.8
1750577028829,51.085,9.5,4.7,0.5,1.1,1080,215.0
1750577028837,63.376,10.8,5.0,0.6,1.0,1080,136.5
1750577028841,59.751,10.2,4.8,0.5,1.1,1080,211.8
1750577028845,43.917,9.8,4.8,0.4,1.0,1080,278.2
1750577028849,54.210,9.5,4.8,0.4,0.8,1080,243.0
1750577028853,49.209,10.0,4.8,0.6,1.0,1080,268.6
1750577028857,50.668,9.2,4.6,0.2,0.5,1080,233.1
1750577028861,34.667,9.5,4.9,0.5,1.1,1080,287.0
1750577028865,31.376,9.4,4.7,0.4,0.4,1080,251.9
1750577028872,63.918,9.8,4.7,0.4,1.1,1080,127.8
1750577028873,47.918,9.0,4.3,0.2,0.2,1080,2641.4
1750577028878,46.584,9.8,4.8,0.7,1.2,1080,181.4
1750577028881,45.501,9.8,4.7,0.5,1.3,1080,409.5
1750577028885,51.876,9.5,4.7,0.5,0.8,1080,250.2
1750577028890,62.377,9.8,4.9,0.7,1.0,1080,176.8
1750577028893,34.251,9.5,4.8,0.4,0.9,1080,441.9
1750577028897,35.876,9.3,4.8,0.3,0.8,1080,254.2
1750577028901,52.168,9.4,4.7,0.4,1.0,1080,252.3
1750577028910,66.627,9.5,4.8,0.6,1.4,1080,103.3
1750577028913,53.584,9.8,5.3,0.6,1.2,1080,378.6
1750577028920,68.834,10.0,5.0,0.7,0.9,1080,134.3
1750577028922,55.167,9.8,4.8,0.6,1.0,1080,743.8
1750577028925,72.085,9.5,4.8,0.4,0.9,1080,331.6
1750577028936,107.253,10.8,5.2,0.9,1.3,1080,91.4
1750577028941,50.668,10.0,4.8,0.5,1.2,1080,181.4
1750577028941,25.084,8.9,4.3,0.1,0.2,1080,10839.9
1750577028941,23.959,8.9,4.2,0.1,0.2,1080,23076.6
1750577028945,45.709,9.7,4.8,0.5,1.2,1080,282.2
1750577028950,49.792,9.2,4.5,0.3,0.4,1080,209.7
1750577028953,29.417,9.2,4.4,0.2,0.3,1080,297.4
1750577028957,29.000,9.2,4.4,0.2,0.3,1080,245.2
1750577028965,51.251,9.9,5.0,0.6,1.2,1080,117.8
1750577028972,54.584,10.4,5.0,0.8,1.3,1080,150.8
1750577028973,42.459,9.6,4.9,0.4,0.6,1080,953.0
1750577028982,602.845,10.1,4.7,0.5,1.2,1080,117.3
1750577028985,46.626,10.1,4.8,0.5,1.1,1080,338.4
1750577028990,52.543,9.5,4.7,0.5,1.1,1080,194.4
1750577029000,81.168,10.0,5.0,0.8,1.3,1080,98.7
1750577029001,43.917,9.5,4.4,0.4,0.5,1080,744.8
1750577029006,44.293,9.8,4.9,0.5,1.4,1080,194.4
1750577029009,47.668,10.0,4.8,0.5,1.1,1080,370.0
1750577029016,56.835,9.7,4.8,0.5,1.2,1080,153.5
1750577029016,40.584,9.4,4.5,0.3,0.3,1080,1144.1
1750577029026,56.876,9.8,4.8,0.5,1.2,1080,105.5
1750577029030,99.336,9.7,4.8,0.5,1.2,1080,253.8
1750577029033,55.251,10.0,4.7,0.6,1.1,1080,298.9
1750577029037,50.584,10.0,4.8,0.6,1.7,1080,273.4
1750577029041,54.126,9.8,4.8,0.6,1.4,1080,273.7
1750577029045,61.293,9.3,4.6,0.3,0.5,1080,218.0
1750577029051,53.376,10.6,4.9,0.6,1.4,1080,165.8
1750577029052,54.667,9.6,4.5,0.5,0.9,1080,764.8
1750577029057,46.001,10.0,4.8,0.5,1.2,1080,233.7
1750577029063,48.210,9.8,4.9,0.7,1.0,1080,169.1
1750577029066,42.793,9.8,4.7,0.5,0.9,1080,347.3
1750577029073,51.959,9.9,4.9,0.5,1.1,1080,128.7
1750577029074,29.167,9.0,4.3,0.2,0.2,1080,1066.4
1750577029077,92.877,10.1,4.8,0.5,1.1,1080,378.7
1750577029081,47.543,9.6,4.8,0.5,1.2,1080,274.7
1750577029085,33.668,9.2,4.5,0.2,0.5,1080,209.4
1750577029092,49.709,10.2,4.9,0.6,1.1,1080,154.0
1750577029092,30.126,9.1,4.4,0.2,0.3,1080,1570.3
1750577029097,46.793,9.7,4.8,0.5,1.2,1080,220.3
1750577029101,118.294,9.9,5.0,0.7,1.3,1080,254.5
1750577029110,84.460,10.0,4.9,0.7,1.2,1080,113.7
1750577029112,36.876,9.7,4.7,0.4,0.9,1080,488.1
1750577029112,38.001,9.3,4.4,0.3,0.4,1080,1360.7
1750577029117,54.542,9.4,4.7,0.4,0.8,1080,247.8
1750577029125,52.293,10.0,4.9,0.6,1.5,1080,129.7
1750577029125,31.292,9.1,4.3,0.1,0.4,1080,1713.3
1750577029129,53.751,10.0,4.8,0.5,1.5,1080,235.5
1750577029136,54.876,9.6,4.9,0.6,1.0,1080,148.0
1750577029138,77.668,11.9,5.6,1.9,2.8,1080,571.5
1750577029141,48.834,9.8,4.8,0.4,1.2,1080,317.1
1750577029145,38.417,9.3,4.5,0.2,0.4,1080,259.7
1750577029149,47.168,9.6,4.7,0.2,1.0,1080,221.8
1750577029153,44.751,9.4,4.6,0.6,0.8,1080,275.1
1750577029160,56.626,10.0,4.8,0.6,1.8,1080,129.4
1750577029161,33.542,9.0,4.3,0.2,0.3,1080,1175.2
1750577029166,38.792,9.6,4.9,0.4,1.0,1080,226.2
1750577029172,68.126,10.4,5.0,0.5,1.6,1080,172.6
1750577029177,40.418,9.3,4.5,0.4,1.0,1080,169.6
1750577029181,46.585,9.6,4.8,0.5,1.0,1080,303.7
1750577029190,43.500,10.2,4.7,0.5,1.5,1080,110.6
1750577029201,258.797,10.4,46.8,1.2,1.4,1080,90.3
1750577029201,170.003,80.8,53.6,0.5,0.3,1080,3319.0
1750577029201,19.293,9.0,4.4,0.2,0.3,1080,5176.8
1750577029210,45.251,10.0,4.8,0.5,1.2,1080,121.4
1750577029211,41.709,9.6,4.6,0.5,1.2,1080,696.1
1750577029216,47.668,11.3,4.8,0.6,1.5,1080,191.5
1750577029224,897.350,9.6,5.7,0.6,1.5,1080,140.5
1750577029224,33.959,9.3,4.4,0.2,0.5,1080,1065.3
1750577029225,31.292,9.1,4.5,0.2,0.2,1080,1465.6
1750577029231,49.625,9.6,7.2,0.5,1.1,1080,175.3
1750577029233,32.042,9.1,4.5,0.2,0.2,1080,477.1
1750577029237,49.085,9.8,4.8,0.6,1.2,1080,239.0
1750577029241,40.626,9.5,4.7,0.5,1.3,1080,274.0
1750577029247,53.043,9.7,5.1,0.5,1.3,1080,165.5
1750577029254,110.835,20.7,4.8,0.5,1.5,1080,130.9
1750577029254,18.126,8.9,4.3,0.1,0.2,1080,6337.3
1750577029257,42.835,9.5,7.2,0.4,0.4,1080,464.0
1750577029262,55.917,9.8,4.8,0.5,1.3,1080,197.3
1750577029265,41.085,9.5,4.5,0.4,0.4,1080,348.3
1750577029269,57.126,9.9,5.0,0.6,1.2,1080,209.7
1750577029275,45.126,9.8,4.8,0.4,1.2,1080,171.8
1750577029277,35.376,9.3,4.7,0.2,0.4,1080,590.1
1750577029285,42.751,9.8,5.0,0.5,1.2,1080,128.4
1750577029289,44.126,9.5,5.0,0.7,1.2,1080,210.6
1750577029296,44.251,10.1,4.8,0.5,1.1,1080,156.2
1750577029298,44.168,9.5,4.7,0.5,0.8,1080,476.0
1750577029301,43.084,9.5,4.7,0.5,1.2,1080,365.3
1750577029308,42.542,9.9,4.8,0.6,1.3,1080,137.7
1750577029309,28.959,9.1,4.4,0.2,0.3,1080,860.2
1750577029317,46.959,10.8,4.8,0.5,1.1,1080,128.5
1750577029321,54.376,10.0,4.9,0.5,1.3,1080,236.2
1750577029328,56.876,10.3,5.2,0.5,1.2,1080,141.7
1750577029329,40.250,9.4,4.5,0.2,0.8,1080,762.6
1750577029333,106.461,9.2,4.7,0.4,0.5,1080,272.8
1750577029337,35.167,9.2,4.5,0.2,0.4,1080,255.3
1750577029341,37.917,9.5,4.7,0.4,0.8,1080,280.5
1750577029345,47.585,9.6,4.7,0.6,1.5,1080,237.1
1750577029349,60.667,10.0,4.8,0.7,1.3,1080,216.6
1750577029352,37.167,9.8,4.5,0.4,0.8,1080,319.6
1750577029360,62.543,10.9,5.2,0.9,1.8,1080,127.0
1750577029362,58.293,10.2,4.8,0.6,1.7,1080,718.2
1750577029365,90.376,9.5,4.7,0.3,0.7,1080,353.7
1750577029369,36.334,9.2,4.5,0.2,0.3,1080,237.8
1750577029374,37.501,9.8,4.7,0.4,1.1,1080,192.2
1750577029382,54.792,10.1,4.7,0.5,1.1,1080,120.7
1750577029382,24.917,9.0,4.2,0.1,0.2,1080,10805.8
1750577029386,60.918,9.9,4.8,0.5,1.6,1080,281.5
1750577029389,45.584,9.6,4.8,0.6,1.0,1080,320.6
1750577029397,61.293,10.5,5.2,0.7,1.8,1080,131.2
1750577029399,50.876,10.2,4.7,0.4,1.0,1080,465.7
1750577029400,40.625,9.2,4.4,0.1,0.3,1080,605.5
1750577029405,39.542,9.2,4.4,0.2,0.4,1080,246.3
1750577029413,58.918,9.8,4.7,0.6,1.2,1080,118.4
1750577029418,60.334,10.0,4.8,0.6,1.3,1080,210.7
1750577029421,38.001,9.5,4.7,0.3,1.1,1080,325.5
1750577029425,36.251,9.3,4.5,0.2,0.5,1080,233.0
1750577029429,34.959,9.4,4.9,0.5,0.8,1080,252.6
1750577029433,27.084,9.1,4.4,0.2,0.3,1080,252.7
1750577029443,61.084,9.8,4.8,0.6,1.2,1080,97.4
1750577029445,35.543,9.2,4.4,0.2,0.4,1080,784.6
1750577029450,49.418,9.9,5.0,0.8,1.3,1080,193.7
1750577029453,50.792,9.8,4.7,0.6,1.0,1080,345.2
1750577029460,68.626,10.9,5.3,1.2,2.1,1080,128.1
1750577029461,32.668,9.2,4.5,0.3,0.3,1080,1543.2
