timestamp,total_time_ms,preprocess_ms,find_gap_ms,find_best_point_ms,control_ms,scan_size,frequency_hz
1750584618915,0.054,0.015,0.005,0.004,0.002,1080,238.2
1750584618917,0.040,0.014,0.004,0.004,0.001,1080,391.1
1750584618921,0.043,0.014,0.004,0.003,0.000,1080,244.3
1750584618925,0.050,0.013,0.004,0.003,0.000,1080,250.4
1750584618929,0.079,0.013,0.004,0.003,0.001,1080,288.9
1750584618942,0.075,0.015,0.005,0.004,0.002,1080,75.3
1750584618947,0.074,0.015,0.005,0.004,0.001,1080,228.7
1750584618949,0.059,0.014,0.005,0.004,0.001,1080,394.4
1750584618954,0.035,0.013,0.004,0.003,0.000,1080,223.7
1750584618958,0.038,0.013,0.004,0.003,0.000,1080,239.8
1750584618961,0.041,0.013,0.004,0.003,0.000,1080,270.9
1750584618974,0.075,0.014,0.005,0.004,0.002,1080,78.4
1750584618978,0.055,0.014,0.005,0.004,0.002,1080,234.2
1750584618981,0.040,0.014,0.004,0.004,0.001,1080,404.0
1750584618986,0.038,0.013,0.004,0.004,0.000,1080,215.0
1750584618989,0.050,0.013,0.004,0.004,0.000,1080,297.1
1750584618994,0.034,0.013,0.004,0.003,0.000,1080,211.5
1750584619000,0.046,0.014,0.005,0.004,0.001,1080,158.8
1750584619007,0.041,0.014,0.005,0.004,0.001,1080,148.8
1750584619009,0.046,0.014,0.005,0.003,0.001,1080,454.4
1750584619013,0.050,0.014,0.005,0.004,0.002,1080,238.4
1750584619017,0.045,0.014,0.004,0.003,0.001,1080,233.2
1750584619021,0.040,0.013,0.004,0.003,0.000,1080,287.9
1750584619026,0.039,0.013,0.004,0.003,0.000,1080,208.5
1750584619039,0.055,0.015,0.005,0.004,0.002,1080,74.2
1750584619041,0.197,0.071,0.023,0.012,0.001,1080,575.1
1750584619045,0.059,0.014,0.005,0.004,0.001,1080,234.4
1750584619049,0.076,0.013,0.004,0.003,0.001,1080,267.1
1750584619054,0.037,0.013,0.004,0.003,0.000,1080,211.4
1750584619058,0.061,0.013,0.004,0.004,0.000,1080,236.0
1750584619070,0.056,0.015,0.005,0.004,0.001,1080,80.1
1750584619073,0.045,0.014,0.005,0.004,0.001,1080,365.1
1750584619079,0.327,0.054,0.015,0.012,0.002,1080,175.5
1750584619081,0.054,0.014,0.005,0.004,0.001,1080,432.1
1750584619085,0.039,0.013,0.004,0.004,0.001,1080,257.4
1750584619089,0.046,0.013,0.004,0.003,0.001,1080,256.8
1750584619095,0.300,0.080,0.172,0.004,0.002,1080,167.4
1750584619100,0.207,0.056,0.014,0.012,0.002,1080,187.4
1750584619101,0.147,0.041,0.014,0.011,0.001,1080,1617.3
1750584619106,0.179,0.054,0.015,0.012,0.003,1080,201.2
1750584619109,0.054,0.014,0.005,0.004,0.001,1080,298.1
1750584619113,0.047,0.014,0.005,0.004,0.001,1080,259.5
1750584619117,0.049,0.013,0.004,0.003,0.000,1080,228.8
1750584619121,0.040,0.013,0.004,0.003,0.000,1080,278.2
1750584619128,0.048,0.015,0.005,0.004,0.001,1080,136.1
1750584619129,0.036,0.013,0.004,0.004,0.000,1080,1710.8
1750584619133,0.041,0.014,0.004,0.004,0.001,1080,247.0
1750584619138,0.054,0.016,0.005,0.004,0.002,1080,192.5
1750584619141,0.046,0.013,0.004,0.004,0.001,1080,364.8
1750584619145,0.041,0.013,0.004,0.003,0.000,1080,213.1
1750584619149,0.040,0.013,0.004,0.003,0.000,1080,302.3
1750584619154,0.035,0.013,0.004,0.003,0.000,1080,212.0
1750584619157,0.041,0.014,0.004,0.003,0.001,1080,273.2
1750584619161,0.041,0.014,0.004,0.003,0.001,1080,267.0
1750584619165,0.040,0.014,0.004,0.003,0.001,1080,251.0
1750584619169,0.050,0.015,0.005,0.004,0.002,1080,238.3
1750584619174,0.049,0.013,0.004,0.004,0.000,1080,227.0
1750584619178,0.037,0.013,0.004,0.003,0.000,1080,234.2
1750584619181,0.034,0.013,0.004,0.003,0.000,1080,283.7
1750584619185,0.039,0.013,0.004,0.004,0.000,1080,288.7
1750584619196,0.051,0.015,0.005,0.004,0.001,1080,91.3
1750584619199,0.087,0.013,0.004,0.003,0.001,1080,281.3
1750584619201,0.047,0.014,0.004,0.004,0.001,1080,628.5
1750584619206,0.035,0.013,0.004,0.004,0.001,1080,213.9
1750584619209,0.039,0.013,0.004,0.003,0.000,1080,302.7
1750584619213,0.047,0.013,0.004,0.003,0.000,1080,252.9
1750584619218,0.043,0.013,0.005,0.003,0.000,1080,195.8
1750584619229,0.055,0.015,0.005,0.004,0.002,1080,89.8
1750584619233,0.055,0.014,0.005,0.004,0.002,1080,247.4
1750584619237,0.043,0.014,0.004,0.003,0.001,1080,240.6
1750584619241,0.036,0.013,0.004,0.003,0.000,1080,236.9
1750584619245,0.041,0.013,0.004,0.003,0.000,1080,258.9
1750584619249,0.039,0.013,0.004,0.003,0.000,1080,289.4
1750584619261,0.055,0.015,0.005,0.004,0.002,1080,81.5
1750584619261,0.051,0.013,0.004,0.004,0.000,1080,10331.1
1750584619265,0.052,0.014,0.005,0.004,0.001,1080,252.0
1750584619269,0.045,0.014,0.004,0.004,0.001,1080,267.9
1750584619274,0.033,0.013,0.004,0.003,0.000,1080,214.4
1750584619278,0.036,0.013,0.004,0.004,0.000,1080,237.7
1750584619281,0.046,0.013,0.004,0.003,0.000,1080,278.5
1750584619292,0.054,0.015,0.005,0.004,0.002,1080,90.1
1750584619293,0.045,0.013,0.004,0.003,0.000,1080,1525.0
1750584619297,0.061,0.014,0.005,0.004,0.002,1080,228.8
1750584619301,0.045,0.013,0.004,0.003,0.001,1080,296.8
1750584619306,0.054,0.013,0.004,0.003,0.000,1080,209.9
1750584619309,0.040,0.013,0.004,0.003,0.000,1080,314.6
1750584619314,0.045,0.013,0.004,0.003,0.001,1080,209.2
1750584619325,0.056,0.014,0.005,0.004,0.001,1080,90.6
1750584619325,0.055,0.013,0.004,0.004,0.001,1080,1502.9
1750584619329,0.053,0.015,0.005,0.004,0.001,1080,256.7
1750584619333,0.037,0.013,0.004,0.003,0.000,1080,267.5
1750584619338,0.045,0.013,0.004,0.003,0.001,1080,196.2
1750584619341,0.038,0.013,0.004,0.003,0.000,1080,301.5
1750584619345,0.036,0.013,0.004,0.004,0.000,1080,242.8
1750584619349,0.063,0.014,0.004,0.004,0.001,1080,289.2
1750584619358,0.057,0.015,0.005,0.004,0.002,1080,110.3
1750584619361,0.058,0.015,0.005,0.004,0.002,1080,294.1
1750584619366,0.048,0.014,0.004,0.004,0.001,1080,236.6
1750584619369,0.043,0.013,0.004,0.003,0.000,1080,306.4
1750584619373,0.036,0.013,0.004,0.003,0.000,1080,251.6
1750584619378,0.035,0.013,0.004,0.003,0.000,1080,200.8
1750584619389,0.049,0.015,0.005,0.004,0.001,1080,91.3
1750584619392,0.077,0.014,0.005,0.003,0.002,1080,279.7
1750584619393,0.047,0.014,0.004,0.003,0.001,1080,1395.1
1750584619398,0.043,0.014,0.004,0.004,0.001,1080,205.4
1750584619401,0.046,0.013,0.004,0.004,0.000,1080,290.7
1750584619405,0.042,0.013,0.004,0.003,0.000,1080,244.1
1750584619409,0.060,0.013,0.004,0.004,0.000,1080,290.8
1750584619413,0.049,0.013,0.004,0.004,0.001,1080,250.2
1750584619420,0.053,0.014,0.005,0.004,0.002,1080,138.3
1750584619421,0.038,0.013,0.004,0.004,0.000,1080,1675.6
1750584619425,0.059,0.014,0.005,0.004,0.001,1080,236.3
1750584619429,0.049,0.015,0.005,0.004,0.001,1080,253.4
1750584619434,0.036,0.013,0.004,0.004,0.000,1080,212.1
1750584619438,0.035,0.013,0.004,0.003,0.000,1080,244.1
1750584619441,0.041,0.013,0.004,0.003,0.000,1080,272.1
1750584619453,0.068,0.014,0.005,0.004,0.002,1080,89.7
1750584619453,0.041,0.013,0.004,0.003,0.000,1080,1603.4
1750584619457,0.056,0.014,0.005,0.004,0.001,1080,230.8
1750584619461,0.043,0.013,0.004,0.003,0.000,1080,252.5
1750584619465,0.039,0.013,0.004,0.003,0.000,1080,249.9
1750584619469,0.043,0.013,0.004,0.004,0.000,1080,286.7
1750584619474,0.035,0.013,0.004,0.003,0.000,1080,214.9
1750584619488,0.058,0.014,0.005,0.004,0.001,1080,68.6
1750584619489,0.158,0.042,0.014,0.012,0.001,1080,942.4
1750584619493,0.061,0.015,0.005,0.004,0.002,1080,250.7
1750584619498,0.051,0.014,0.005,0.004,0.001,1080,226.3
1750584619502,0.077,0.015,0.005,0.004,0.002,1080,227.0
1750584619505,0.043,0.014,0.004,0.003,0.001,1080,341.3
1750584619521,0.151,0.062,0.006,0.004,0.003,1080,61.2
1750584619522,0.047,0.014,0.005,0.004,0.001,1080,1079.1
1750584619525,0.063,0.015,0.005,0.004,0.002,1080,347.8
1750584619530,0.089,0.017,0.005,0.004,0.002,1080,198.8
1750584619534,0.227,0.050,0.005,0.005,0.091,1080,286.6
1750584619538,0.064,0.016,0.005,0.004,0.003,1080,222.0
1750584619548,0.093,0.016,0.005,0.006,0.002,1080,101.5
1750584619550,0.053,0.014,0.005,0.004,0.001,1080,582.3
1750584619554,0.165,0.044,0.015,0.012,0.003,1080,256.5
1750584619558,0.059,0.014,0.005,0.004,0.001,1080,242.9
1750584619562,0.054,0.014,0.005,0.004,0.001,1080,248.4
1750584619566,0.058,0.015,0.005,0.004,0.001,1080,241.4
1750584619569,0.035,0.013,0.004,0.003,0.000,1080,336.8
1750584619582,0.066,0.015,0.005,0.004,0.002,1080,73.7
1750584619586,0.073,0.016,0.005,0.004,0.002,1080,270.5
1750584619589,0.060,0.015,0.005,0.004,0.001,1080,336.9
1750584619594,0.043,0.014,0.005,0.004,0.001,1080,221.0
1750584619598,0.063,0.016,0.005,0.004,0.002,1080,214.8
1750584619601,0.034,0.013,0.004,0.003,0.000,1080,390.4
1750584619605,0.040,0.014,0.005,0.004,0.001,1080,244.9
1750584619609,0.043,0.014,0.005,0.004,0.001,1080,245.6
1750584619614,0.057,0.014,0.005,0.004,0.002,1080,183.6
1750584619618,0.045,0.014,0.004,0.004,0.002,1080,310.0
1750584619621,0.045,0.014,0.004,0.003,0.001,1080,295.0
1750584619625,0.091,0.014,0.005,0.004,0.001,1080,248.1
1750584619629,0.066,0.015,0.005,0.004,0.002,1080,239.4
1750584619633,0.043,0.013,0.004,0.004,0.001,1080,275.1
1750584619645,0.065,0.015,0.005,0.004,0.001,1080,82.5
1750584619647,0.063,0.015,0.005,0.004,0.002,1080,405.2
1750584619651,0.066,0.015,0.005,0.004,0.002,1080,325.7
1750584619653,0.082,0.016,0.005,0.004,0.003,1080,342.6
1750584619658,0.080,0.022,0.005,0.004,0.002,1080,216.9
1750584619665,0.302,0.052,0.015,0.013,0.002,1080,145.7
1750584619674,0.071,0.015,0.005,0.004,0.002,1080,108.2
1750584619675,0.037,0.013,0.004,0.003,0.000,1080,947.5
1750584619681,0.072,0.015,0.006,0.005,0.003,1080,176.3
1750584619684,0.056,0.014,0.005,0.004,0.001,1080,366.4
1750584619685,0.112,0.034,0.006,0.005,0.002,1080,557.4
1750584619689,0.060,0.015,0.005,0.004,0.002,1080,264.6
1750584619693,0.100,0.014,0.005,0.004,0.001,1080,268.9
1750584619698,0.049,0.014,0.004,0.004,0.001,1080,196.4
1750584619714,0.059,0.014,0.005,0.004,0.001,1080,61.0
1750584619719,0.058,0.015,0.005,0.004,0.002,1080,237.0
1750584619722,0.064,0.015,0.005,0.004,0.002,1080,317.6
1750584619725,0.049,0.014,0.004,0.004,0.001,1080,313.6
1750584619729,0.047,0.014,0.005,0.004,0.001,1080,235.1
1750584619745,0.082,0.016,0.005,0.004,0.002,1080,65.1
1750584619745,0.117,0.013,0.028,0.014,0.002,1080,1310.9
1750584619749,0.130,0.014,0.005,0.004,0.001,1080,278.4
1750584619753,0.045,0.013,0.004,0.004,0.001,1080,253.3
1750584619758,0.034,0.013,0.004,0.003,0.001,1080,199.3
1750584619761,0.038,0.013,0.004,0.003,0.000,1080,295.6
1750584619773,0.062,0.015,0.005,0.004,0.001,1080,84.0
1750584619778,0.134,0.044,0.037,0.004,0.002,1080,191.7
1750584619781,0.068,0.014,0.005,0.004,0.002,1080,375.2
1750584619786,0.046,0.014,0.004,0.004,0.001,1080,222.0
1750584619789,0.035,0.013,0.004,0.004,0.000,1080,308.1
1750584619793,0.043,0.013,0.005,0.004,0.000,1080,243.7
1750584619804,0.072,0.016,0.005,0.004,0.003,1080,88.0
1750584619805,0.039,0.013,0.004,0.004,0.000,1080,1487.4
1750584619809,0.057,0.014,0.005,0.004,0.001,1080,243.6
1750584619813,0.095,0.039,0.005,0.004,0.002,1080,236.5
1750584619818,0.053,0.014,0.005,0.004,0.002,1080,210.7
1750584619821,0.061,0.013,0.004,0.003,0.000,1080,359.3
1750584619826,0.041,0.014,0.004,0.003,0.001,1080,207.4
1750584619829,0.053,0.014,0.005,0.004,0.002,1080,300.7
1750584619834,0.058,0.016,0.005,0.004,0.002,1080,211.6
1750584619838,0.047,0.014,0.005,0.004,0.001,1080,258.5
1750584619841,0.047,0.014,0.005,0.004,0.001,1080,279.8
1750584619846,0.070,0.014,0.005,0.004,0.001,1080,220.1
1750584619849,0.070,0.015,0.005,0.004,0.002,1080,286.6
1750584619854,0.089,0.013,0.004,0.003,0.001,1080,230.4
1750584619857,0.041,0.013,0.004,0.004,0.001,1080,261.4
1750584619869,0.056,0.015,0.005,0.004,0.002,1080,82.6
1750584619873,0.070,0.015,0.005,0.004,0.003,1080,247.6
1750584619877,0.039,0.013,0.004,0.004,0.001,1080,258.3
1750584619882,0.059,0.013,0.004,0.004,0.001,1080,230.0
1750584619885,0.041,0.014,0.004,0.004,0.001,1080,267.9
1750584619889,0.052,0.013,0.004,0.004,0.001,1080,288.3
1750584619906,0.088,0.015,0.005,0.004,0.002,1080,59.5
1750584619907,0.076,0.015,0.005,0.004,0.002,1080,935.2
1750584619909,0.066,0.016,0.005,0.004,0.002,1080,423.5
1750584619913,0.053,0.015,0.005,0.004,0.001,1080,236.9
1750584619918,0.052,0.014,0.004,0.003,0.001,1080,220.8
1750584619921,0.047,0.013,0.004,0.004,0.001,1080,337.3
1750584619928,0.268,0.015,0.005,0.004,0.001,1080,137.8
1750584619930,0.068,0.016,0.005,0.004,0.002,1080,453.1
1750584619935,0.143,0.095,0.005,0.004,0.002,1080,218.7
1750584619937,0.052,0.015,0.004,0.004,0.001,1080,401.4
1750584619941,0.059,0.014,0.005,0.004,0.001,1080,265.1
1750584619945,0.096,0.037,0.004,0.004,0.001,1080,256.8
1750584619949,0.059,0.014,0.005,0.004,0.002,1080,251.3
1750584619953,0.041,0.014,0.004,0.004,0.001,1080,223.3
1750584619966,0.064,0.016,0.005,0.004,0.002,1080,80.5
1750584619970,0.057,0.015,0.005,0.004,0.002,1080,249.4
1750584619973,0.043,0.014,0.005,0.004,0.001,1080,335.5
1750584619978,0.040,0.013,0.004,0.004,0.001,1080,196.0
1750584619981,0.058,0.015,0.005,0.004,0.002,1080,298.7
1750584619986,0.044,0.013,0.004,0.004,0.001,1080,237.3
1750584619994,0.052,0.014,0.005,0.004,0.002,1080,119.6
1750584619997,0.052,0.014,0.005,0.004,0.001,1080,304.6
1750584620001,0.079,0.015,0.005,0.004,0.002,1080,248.1
1750584620005,0.066,0.015,0.005,0.004,0.001,1080,265.7
1750584620009,0.044,0.013,0.004,0.003,0.000,1080,265.8
1750584620013,0.047,0.015,0.004,0.004,0.001,1080,223.5
1750584620018,0.055,0.014,0.004,0.004,0.001,1080,208.5
1750584620021,0.052,0.014,0.004,0.004,0.001,1080,341.8
1750584620025,0.069,0.016,0.005,0.004,0.002,1080,239.7
1750584620029,0.058,0.014,0.005,0.004,0.001,1080,264.8
1750584620033,0.065,0.015,0.005,0.004,0.001,1080,231.9
1750584620038,0.059,0.015,0.005,0.004,0.002,1080,229.1
1750584620041,0.040,0.013,0.004,0.004,0.001,1080,265.7
1750584620045,0.037,0.013,0.004,0.004,0.001,1080,243.6
1750584620049,0.042,0.013,0.004,0.004,0.000,1080,295.7
1750584620054,0.065,0.015,0.005,0.004,0.002,1080,203.6
1750584620057,0.061,0.015,0.005,0.004,0.002,1080,276.7
1750584620061,0.053,0.014,0.005,0.004,0.001,1080,275.4
1750584620066,0.064,0.015,0.005,0.004,0.002,1080,209.3
1750584620069,0.072,0.032,0.006,0.004,0.002,1080,311.1
1750584620074,0.081,0.016,0.005,0.004,0.003,1080,188.2
1750584620077,0.073,0.015,0.005,0.004,0.001,1080,325.5
1750584620082,0.098,0.043,0.005,0.004,0.002,1080,229.2
1750584620097,0.052,0.015,0.005,0.004,0.001,1080,65.9
1750584620098,0.041,0.014,0.004,0.004,0.001,1080,781.4
1750584620101,0.048,0.015,0.005,0.004,0.002,1080,333.6
1750584620106,0.054,0.014,0.004,0.004,0.001,1080,232.9
1750584620109,0.040,0.014,0.004,0.004,0.001,1080,295.2
1750584620114,0.058,0.016,0.005,0.004,0.002,1080,205.4
1750584620125,0.050,0.015,0.005,0.004,0.002,1080,87.0
1750584620130,0.138,0.014,0.005,0.004,0.002,1080,217.9
1750584620133,0.046,0.014,0.005,0.004,0.001,1080,327.3
1750584620138,0.042,0.013,0.004,0.003,0.000,1080,200.3
1750584620141,0.033,0.013,0.004,0.003,0.000,1080,291.1
1750584620145,0.053,0.014,0.005,0.004,0.002,1080,255.4
1750584620160,0.053,0.015,0.005,0.004,0.002,1080,67.3
1750584620165,0.053,0.016,0.005,0.004,0.001,1080,191.5
1750584620166,0.041,0.013,0.004,0.003,0.000,1080,4590.5
1750584620169,0.055,0.014,0.005,0.004,0.001,1080,295.4
1750584620174,0.054,0.014,0.005,0.004,0.002,1080,206.5
1750584620178,0.033,0.013,0.004,0.003,0.001,1080,254.3
1750584620192,0.049,0.015,0.005,0.004,0.001,1080,68.9
1750584620193,0.029,0.013,0.004,0.003,0.000,1080,1221.1
1750584620198,0.060,0.015,0.005,0.004,0.002,1080,191.6
1750584620201,0.054,0.014,0.005,0.004,0.001,1080,379.4
1750584620205,0.037,0.013,0.004,0.003,0.000,1080,258.6
1750584620209,0.042,0.013,0.004,0.003,0.000,1080,248.1
1750584620224,0.065,0.015,0.005,0.004,0.002,1080,65.1
1750584620229,0.111,0.063,0.005,0.004,0.001,1080,201.6
1750584620229,0.044,0.013,0.004,0.004,0.001,1080,2461.0
1750584620233,0.049,0.014,0.005,0.004,0.001,1080,282.3
1750584620238,0.045,0.014,0.004,0.004,0.001,1080,198.3
1750584620241,0.044,0.013,0.004,0.004,0.000,1080,354.2
1750584620256,0.082,0.017,0.005,0.004,0.002,1080,66.3
1750584620258,0.058,0.014,0.005,0.004,0.001,1080,626.2
1750584620263,0.053,0.015,0.005,0.004,0.002,1080,192.4
1750584620265,0.049,0.014,0.005,0.004,0.001,1080,464.1
1750584620269,0.041,0.014,0.004,0.004,0.001,1080,248.8
1750584620274,0.037,0.013,0.004,0.003,0.000,1080,217.8
1750584620278,0.055,0.015,0.005,0.004,0.002,1080,206.2
1750584620292,0.110,0.049,0.020,0.004,0.002,1080,71.3
1750584620294,0.161,0.052,0.014,0.012,0.001,1080,995.8
1750584620299,0.220,0.076,0.015,0.013,0.003,1080,195.1
1750584620301,0.051,0.014,0.005,0.004,0.001,1080,396.2
1750584620306,0.064,0.014,0.005,0.003,0.000,1080,223.8
1750584620309,0.056,0.014,0.004,0.004,0.001,1080,262.7
1750584620322,0.128,0.031,0.005,0.004,0.002,1080,78.8
1750584620326,0.223,0.063,0.015,0.012,0.002,1080,240.1
1750584620329,0.142,0.016,0.006,0.004,0.001,1080,311.9
1750584620358,0.079,0.015,0.005,0.004,0.002,1080,34.9
1750584620360,0.113,0.016,0.005,0.004,0.002,1080,532.7
1750584620372,0.134,0.015,0.005,0.004,0.002,1080,80.7
1750584620378,0.081,0.015,0.005,0.004,0.002,1080,177.2
1750584620381,0.071,0.015,0.005,0.004,0.001,1080,389.8
1750584620381,0.043,0.013,0.004,0.003,0.000,1080,1383.4
1750584620388,0.100,0.017,0.005,0.004,0.003,1080,141.5
1750584620389,0.053,0.013,0.004,0.004,0.001,1080,888.6
1750584620401,0.072,0.015,0.005,0.004,0.002,1080,90.2
1750584620401,0.049,0.013,0.004,0.004,0.001,1080,1364.1
1750584620405,0.057,0.015,0.005,0.004,0.001,1080,262.2
1750584620409,0.047,0.014,0.005,0.004,0.001,1080,256.4
1750584620414,0.070,0.014,0.006,0.004,0.002,1080,191.1
1750584620417,0.051,0.014,0.004,0.004,0.001,1080,312.4
1750584620421,0.047,0.014,0.004,0.004,0.001,1080,288.0
1750584620425,0.051,0.014,0.005,0.004,0.001,1080,236.3
1750584620430,0.072,0.015,0.005,0.004,0.002,1080,227.8
1750584620434,0.049,0.014,0.005,0.004,0.001,1080,242.4
1750584620437,0.060,0.015,0.005,0.004,0.001,1080,268.0
1750584620441,0.055,0.015,0.004,0.004,0.001,1080,266.8
1750584620446,0.243,0.117,0.015,0.013,0.003,1080,223.8
1750584620449,0.075,0.015,0.005,0.004,0.001,1080,279.2
1750584620453,0.051,0.014,0.005,0.004,0.001,1080,254.0
1750584620458,0.053,0.014,0.004,0.004,0.001,1080,207.7
1750584620461,0.058,0.014,0.004,0.004,0.001,1080,288.6
1750584620466,0.083,0.044,0.005,0.004,0.002,1080,236.0
1750584620481,0.108,0.018,0.005,0.004,0.002,1080,64.3
1750584620481,0.032,0.013,0.004,0.003,0.000,1080,6387.9
1750584620482,0.043,0.014,0.004,0.003,0.000,1080,1656.3
1750584620485,0.060,0.014,0.005,0.004,0.001,1080,285.1
1750584620489,0.048,0.013,0.004,0.003,0.001,1080,288.7
1750584620494,0.047,0.013,0.004,0.004,0.001,1080,210.8
1750584620499,0.235,0.144,0.027,0.004,0.002,1080,204.4
1750584620501,0.051,0.014,0.004,0.004,0.001,1080,410.8
1750584620510,0.053,0.014,0.005,0.004,0.001,1080,108.7
1750584620515,0.052,0.015,0.005,0.004,0.001,1080,192.4
1750584620518,0.160,0.040,0.005,0.004,0.002,1080,483.7
1750584620521,0.043,0.013,0.005,0.004,0.000,1080,255.9
1750584620525,0.043,0.013,0.004,0.004,0.001,1080,243.1
1750584620530,0.091,0.019,0.005,0.004,0.002,1080,218.6
1750584620544,0.110,0.015,0.005,0.004,0.001,1080,71.7
1750584620545,0.041,0.013,0.004,0.003,0.000,1080,1507.2
1750584620546,0.070,0.014,0.005,0.004,0.002,1080,588.2
1750584620551,0.061,0.015,0.005,0.004,0.001,1080,212.7
1750584620553,0.044,0.013,0.004,0.004,0.001,1080,548.6
1750584620558,0.064,0.014,0.005,0.004,0.001,1080,191.6
1750584620561,0.040,0.013,0.004,0.003,0.005,1080,366.8
1750584620565,0.070,0.015,0.005,0.004,0.002,1080,230.4
1750584620569,0.077,0.015,0.005,0.004,0.002,1080,265.6
1750584620576,0.051,0.014,0.005,0.004,0.001,1080,146.1
1750584620581,0.062,0.015,0.005,0.004,0.002,1080,174.8
1750584620585,0.048,0.014,0.004,0.004,0.001,1080,249.3
1750584620589,0.036,0.013,0.004,0.004,0.001,1080,301.8
1750584620594,0.063,0.013,0.004,0.003,0.000,1080,207.5
1750584620606,0.062,0.015,0.005,0.004,0.002,1080,78.3
1750584620610,0.055,0.014,0.005,0.004,0.001,1080,274.2
1750584620613,0.054,0.015,0.005,0.004,0.002,1080,299.7
1750584620618,0.038,0.013,0.004,0.003,0.000,1080,225.0
1750584620621,0.045,0.013,0.004,0.003,0.000,1080,286.2
1750584620625,0.043,0.014,0.004,0.003,0.000,1080,240.8
1750584620630,0.138,0.044,0.015,0.012,0.002,1080,249.1
1750584620639,0.069,0.014,0.005,0.004,0.001,1080,109.5
1750584620642,0.064,0.015,0.005,0.004,0.002,1080,338.2
1750584620646,0.131,0.055,0.005,0.007,0.002,1080,226.6
1750584620649,0.040,0.013,0.004,0.004,0.001,1080,345.7
1750584620654,0.050,0.013,0.004,0.003,0.000,1080,213.9
1750584620658,0.039,0.013,0.005,0.003,0.001,1080,235.0
1750584620670,0.059,0.015,0.005,0.004,0.001,1080,82.6
1750584620674,0.049,0.015,0.005,0.004,0.001,1080,261.6
1750584620678,0.043,0.014,0.005,0.004,0.001,1080,248.4
1750584620681,0.045,0.013,0.005,0.004,0.001,1080,278.8
1750584620685,0.039,0.013,0.005,0.003,0.000,1080,243.7
1750584620689,0.052,0.013,0.004,0.003,0.000,1080,298.5
1750584620701,0.046,0.014,0.005,0.004,0.001,1080,80.6
1750584620705,0.064,0.014,0.005,0.004,0.001,1080,263.3
1750584620709,0.055,0.014,0.005,0.004,0.001,1080,249.5
1750584620713,0.048,0.013,0.004,0.004,0.001,1080,229.0
1750584620718,0.039,0.013,0.004,0.004,0.001,1080,230.4
1750584620722,0.245,0.087,0.015,0.013,0.003,1080,258.1
1750584620725,0.066,0.014,0.005,0.004,0.001,1080,255.8
1750584620738,0.054,0.014,0.005,0.004,0.001,1080,81.5
1750584620743,0.169,0.015,0.005,0.004,0.002,1080,197.3
1750584620745,0.101,0.014,0.005,0.004,0.002,1080,386.1
1750584620749,0.053,0.013,0.004,0.004,0.001,1080,293.9
1750584620754,0.035,0.013,0.004,0.003,0.000,1080,212.4
1750584620766,0.046,0.014,0.005,0.004,0.002,1080,80.1
1750584620769,0.055,0.014,0.005,0.004,0.002,1080,346.2
1750584620773,0.088,0.016,0.005,0.004,0.002,1080,241.1
1750584620778,0.117,0.013,0.004,0.004,0.001,1080,205.6
1750584620781,0.082,0.014,0.007,0.003,0.022,1080,326.3
1750584620786,0.056,0.014,0.005,0.004,0.001,1080,211.4
1750584620789,0.047,0.014,0.004,0.004,0.001,1080,321.8
1750584620793,0.052,0.014,0.004,0.004,0.001,1080,238.9
1750584620798,0.055,0.014,0.005,0.004,0.001,1080,219.6
1750584620801,0.054,0.014,0.005,0.004,0.001,1080,288.6
1750584620805,0.049,0.014,0.005,0.004,0.002,1080,246.7
1750584620809,0.035,0.013,0.004,0.004,0.001,1080,266.1
1750584620814,0.038,0.013,0.004,0.004,0.001,1080,209.6
1750584620818,0.042,0.013,0.005,0.004,0.001,1080,250.8
1750584620829,0.058,0.014,0.005,0.004,0.002,1080,86.2
1750584620833,0.055,0.014,0.005,0.004,0.001,1080,249.4
1750584620838,0.043,0.013,0.004,0.004,0.000,1080,213.4
1750584620841,0.041,0.013,0.005,0.003,0.000,1080,285.7
1750584620845,0.038,0.013,0.004,0.003,0.000,1080,246.9
1750584620850,0.066,0.015,0.005,0.004,0.002,1080,246.6
1750584620861,0.049,0.014,0.005,0.004,0.002,1080,83.9
1750584620866,0.066,0.015,0.005,0.004,0.002,1080,230.3
1750584620869,0.046,0.015,0.004,0.004,0.001,1080,321.6
1750584620873,0.047,0.013,0.004,0.003,0.000,1080,254.6
1750584620878,0.037,0.013,0.004,0.003,0.000,1080,195.3
1750584620882,0.051,0.014,0.005,0.004,0.001,1080,269.7
1750584620893,0.050,0.015,0.005,0.004,0.002,1080,87.3
1750584620898,0.175,0.020,0.005,0.004,0.001,1080,202.2
1750584620901,0.066,0.014,0.005,0.004,0.001,1080,341.7
1750584620906,0.048,0.013,0.004,0.004,0.000,1080,218.6
1750584620909,0.065,0.013,0.004,0.004,0.000,1080,303.6
1750584620913,0.056,0.014,0.004,0.004,0.001,1080,244.0
1750584620925,0.053,0.015,0.005,0.004,0.002,1080,80.7
1750584620929,0.049,0.014,0.005,0.004,0.001,1080,259.4
1750584620934,0.072,0.014,0.005,0.004,0.001,1080,214.2
1750584620938,0.061,0.013,0.004,0.004,0.000,1080,259.5
1750584620941,0.054,0.014,0.004,0.003,0.000,1080,271.8
1750584620945,0.033,0.013,0.004,0.004,0.001,1080,249.3
1750584620956,0.068,0.015,0.005,0.004,0.002,1080,91.9
1750584620958,0.042,0.013,0.004,0.004,0.001,1080,777.9
